#;Oggetto;# Fixed on ;# Fixed also on ;# Major release
21140;Verifica messaggio comparto non presente (LU0261950041);"";"";""
21139;Verificare funzione copia nel Riepilogo della raccomandazione;"";"";""
21138;Disclaimer su modulo d?ordine per CE quando si utilizzano i Selezionati;"";"";""
21137;Errore nel riepilogo a seguito di inserimento di polizza Eurovita MR Retail;"";"";""
21136;Errore cifre decimali in Simula sul portafoglio attuale;"";"";""
21135;Adeguamento funzionamento dei semafori per PTF POST di Raccomandazione;"";"";""
21134;Consolidamento della raccomandazione anche se non adeguata ma non creazione della proposta;"";"";""
21133;Inserimento nella raccomandazione di SF Negoziabili, In osservazione e Non Idonei ;"";"";""
21132;Nel Riepilogo Portafoglio in Riepilogo Analisi manca la descrizione nella sottoscrizione GP Consulia;"";"";""
21114;Revisione firme documenti prodotti da raccomandazione;"";"";""
21090;Visualizzazione C/C affidamento nella sezione della liquidità;"";"";""
21089;Scheda cliente Dashboard - totale posizione;"";"";""
21086;Scheda cliente Dashboard - Revisione label contratti;"";"";""
21080;Ricerca SF da asset class - esposizione Adeguatezza e Appropriatezza;"";"";""
21075;Attivazione dei bottoni 'Costi e Benefici' e 'Tracciabilità' solo quando in contesto;"";"";""
21074;non coretto funzionamento Fund compare;"";"";""
21072;"Riepilogo Operazioni - senza ""Aggiorna Portafoglio"" sezioni non espandibili";"";"";""
21061;Contratto: grigettare sezioni Monitoraggio e Affidamenti senza contenuti;"";"";""
21060;Ottimizzazione Aggiornamento Portafoglio;"";"";""
21055;Esposizione ambito in riepilogo operazioni;"";"";""
21042;"Riepilogo Raccomandazione: Modifica logica ""Aggiornamento portafoglio""";"";"";""
21036;TWILL - Errore ricerca guidata per asset class;"";"";""
21034;Esposizione Anagrafica polizza su codici non più emettibili;"";"";""
21031;Sottoscrizione GP, check sotto il limite OK se profilo BackOffice;"";"";""
21009;Gestione tabs applicazione: tooltip;"";"";""
21007;Footer applicazione;"";"";""
21004;Incongruenza contatori in dashboard;"";"";""
20997;Ottimizzazione Servizio: Firma Accettazione;"";"";""
20996;Ottimizzazione Servizio: Crea Raccomandazione;"";"";""
20995;Ottimizzazione Servizio: Elenco Operatività;"";"";""
20988;Esposizione descrizione della classificazione nella modale di ripartizione SF vs AssetClass;"";"";""
20986;Adeguamento campi delle griglie a Excel di riferimento - Primo Rilascio (#20744 - PUNTO 6);"";"";""
20985;Adeguamento campi delle griglie a Excel di riferimento - Primo Rilascio (#20744 - PUNTO 3);"";"";""
20981;Esposizione Anagrafica su saldi Polizze (segue da #20888);"";"";""
20979;Performance: cambio filtri di default;"";"";""
20978;Concentrazione complessi: dettaglio hard, grey, black list in modale;"";"";""
20977;Uniformare colori intestazioni box;"";"";""
20976;Griglie: Rimuovere funzionalità;"";"";""
20975;Movimenti: tipo data contabile;"";"";""
20973;Concentrazione Complessi - fascia Black List;"";"";""
20970;Tuning Termometro di Rischio;"";"";""
20961;In lista CLIENTI non mostrare le COI (Solo PF e PG);"";"";""
20934;Modifiche logiche salvataggio filtri;"";"";""
20914;"Migliorare GUI messaggio ""Aggiornamento portafoglio in corso""";"";"";""
20894;filtro movimenti performance;"";"";""
20893;In Elenco Movimenti di Liquidità mostra c/c non corretto;"";"";""
20889;Ottimizzazione Servizio: Strumento vs Asset Class;"";"";""
20888;Adeguamento campi delle griglie a Excel di riferimento - Secondo Rilascio;"";"";""
20884;Aggiornamento automatico SALDO RACCOMANDAZIONE;"";"";""
20883;Filtrare SOCIETA' con COMPARTI sottoscrivibili;"";"";""
20882;Operatività sui delegati;"";"";""
20881;Verifica Utenze;"";"";""
20880;Ambito Certificates;"";"";""
20879;Aggregazione Comparti per Confronto e Ricerca Guidata;"";"";""
20878;SF ETP classificato come ambito AZIONE;"";"";""
20877;Anomalie inserimento FONDO per PAC;"";"";""
20876;Flag Nuova Sottoscrizione obbligatorio (J0010137)  FONDI;"";"";""
20875;Evidenza di Incr/Decr errato in RIEPILOGO;"";"";""
20873;Operazione Inserimento ISN non in TTIANX erroneamente consentita in CB;"";"";""
20862;Cruscotto di gestione - Eliminare Raccolta netta e ricavi;"";"";""
20861;Problemi in stampa POSIZIONE CONSULENZA;"";"";""
20860;Anomalia inserimento Motivazione Raccomandazione;"";"";""
20857;Gestione Affidamenti e Garanzie;"";"";""
20856;Anomalia in Confronto Style Analisys - Elenco SF in PTF;"";"";""
20855;Funzione di ricerca titoli - ottimizzazione tempi di risposta;"";"";""
20854;Tasto CONSOLIDA non deve essere attivato se Liquidità Simulata < 0;"";"";""
20850;Abilitare l'accesso a Rimb/Sott/Switch da Ricerca/Confronta per Asset Class;"";"";""
20848;Ambito non corretto in elenco SF in PTF da Funzione di Confronta;"";"";""
20847;Errore in esposizione QTA' e DIVISA in Dettaglio SF per Asset Class;"";"";""
20846;Titolo modale errata in Rimborso Polizza;"";"";""
20845;Adeguamento colore frecce di incremento/decremento;"";"";""
20844;Anomalia in calcolo Performances;"";"";""
20841;Togliere la sezione FONDI PENSIONE da Scheda Contratto;"";"";""
20839;Errore pagina Titoli Portafoglio;"";"";""
20837;Performance: non salvare filtri;"";"";""
20827;Stampa posizione;"";"";""
20826;Scheda Cliente;"";"";""
20797;Bottone NOW() in firma documenti;"";"";""
20796;Modificare la modale per la registrazione della firma;"";"";""
20795;Enfatizzare Call-To-Action di Documenti e Registrazione Firma ;"";"";""
20787;Sottoscrizione GP;"";"";""
20781;Raccomandazione ? Motivazioni in Informazioni Generali;"";"";""
20778;Consolidamento Raccomandazione;"";"";""
20776;Installazione Stream 7;"";"";""
20775;Installazione Stream 6;"";"";""
20762;Interventi su Grafici di Confronto;"";"";""
20744;Adeguamento campi delle griglie a Excel di riferimento - Primo Rilascio;"";"";""
20743;Responsività da verificare;"";"";""
20741;Controllo mifid incongruenti;"";"";""
20729;Ordinamento colonne in RIEPILOGO;"";"";""
20728;Dettagli Semaforo Strumenti Finanziari ;"";"";""
20727;05.12 Anomalia esposizione Movimenti di Conto Corrente;"";"";""
20723;10.05 Gestione parametri ordini;"";"";""
20722;Nuova sottoscrizione Polizza Italiana Flex Solution;"";"";""
20718;Fund Compare;"";"";""
20717;Dettaglio Tracciabiltà - Registrazione;"";"";""
20716;Anomlia in calcolo Saldo liquidità simulata;"";"";""
20683;Disabilitazione tabs navigazione con chiamate ajax in corso;"";"";""
20663;Anomalie precompilazione contratto Italiana Assicurazione (Unica FLezx solution);"";"";""
20655;Revisione Processi Batch per Monitoraggio;"";"";""
20654;Il tasto CREA viene sostituto con CREA RACCOMANDAZIONE / CREA RACCOLTA DIRETTA;"";"";""
20653;Evidenza SF appartenenti a Asset Class;"";"";""
20652;Esposizione suddivisione Asset Class per SF;"";"";""
20645;Ambiente Prod Profin con Debug Attivo: segnalare - Inoltre CPU/RAM sottodimensionati in Test e Prod;"";"";""
20643;PEP dato fake in anagrafica;"";"";""
20627;ALLINEARE 4.1 SU 5.0;"";"";""
20624;Verificare KO accesso a RACCOLTA in Twill Office (ambiente Consulia);"";"";""
20623;Verifica consolida Proposta KO in Twill Office (ambiente Consulia);"";"";""
20618;Servizio DossierList utilizzato per assegnazione dossier deve essere filtrato per i soli dossier utilizzabili;"";"";""
20605;Gestione appendice module d'ordine;"";"";""
20600;Errore per Jsp > 65000 Byte (Twill Office);"";"";""
20598;Diretta: caso in cui ordine non verificato e Diretta consolidata;"";"";""
20597;Revisione tecnica interna: Autocomplete checkviewfilter;"";"";""
20596;Timing scodatore - aumentare tempo;"";"";""
20577;Anomalia griglie;"";"";""
20576;TWILL -  errore per formato decimali;"";"";""
20540;Revisione CMD - Scheduler e varie in ambito Pianificatore/Schedulatore;"";"";""
20539;Revisione ricezione flussi Polizze e adeguamento pgm trattamento flussi;"";"";""
20538;Errore in CONSOLIDA ANALISI ;"";"";""
20535;Composizione Portafoglio - calcolo percentuale di rischio errata;"";"";""
20534;Errori creazione raccomandazione + creazione proposta;"";"";""
20532;Errore TWILL - Operatività Fondi in ptf per consulenza base;"";"";""
20531;Campi quote e importo in Switch;"";"";""
20530;Persistenza errare del campo Stacco Dividendi;"";"";""
20529;Eliminare il campo Sconto Commissioni in Switch;"";"";""
20528;Eliminare i campi Conto di Regolamento e Divisa Operazione in SWITCH Fondi;"";"";""
20527;Tuning vari su operatività Fondi;"";"";""
20498;In tb parametri sono censite le società prodotto che ammettono il regolamento nella sola divisa Euro;"";"";""
20497;Verifica operatività su Fondi - Isin LU0132601682;"";"";""
20494;PAC: l?importo minimo di sottoscrizione tra PIC e PAC non è sempre il medesimo ? in genere l?importo minimo per i PIC è molto più alto rispetto al PAC (verificare campi TFOANA-TFOPAC) ;"";"";""
20493;PAC: eliminare la casella Giorno Addebito Rata e aggiungere come campo informativo l?Importo minimo della Rata (dovrebbe essere Tabella TFOPAC Campo RTEIMP) ;"";"";""
20492;PAC: utilizzare come modalità di selezione del tipo di regolamento il tasto On/Off switch (default PIC);"";"";""
20491;Riorganizzare le sezioni come da esempio nell?immagine TO BE ;"";"";""
20490;Modificare il nome del tasto da Crea a Inserisci ;"";"";""
20489;Facendo l?Accesso alla Watch List deve essere impostato automaticamente su SI la Richiesta Cliente;"";"";""
20487;Cliente con un conto di regolamento in divisa ;"";"";""
20486;Se il Cliente ha solo un conto di regolamento in euro il Conto Regolamento è sempre C/C Euro e la Divisa operazione è sempre EURO senza possibilità di scelta;"";"";""
20485;Utilizzare come modalità di selezione del conto di regolamento il tasto On/Off switch (default C/C Euro);"";"";""
20484;Invertire Conto di Regolamento con Divisa Operazione;"";"";""
20473;Gestione DIRETTA;"";"";""
20472;Bottone di STAMPA Posizione GP anche in Alto di Scheda Contratto;"";"";""
20470;Nuovo Termometro Budget di Rischio;"";"";""
20469;Revisione Accesso Portale Cliente;"";"";""
20468;Polizze bloccare aggiunta sottostante al raggiungimento del numero massimo consentito;"";"";""
20467;Controllo errato in amministrato;"";"";""
20454;Non esporre griglia DOCUMENTI se non ci sono documenti;"";"";""
20430;strumenti di pagamento;"";"";""
20429;Errore Annulla Raccomandazione;"";"";""
20428;"Global Search disabilitata ricerca ""clienti""";"";"";""
20426;Il tasto consolidamento deve essere attivo solo post Aggiorna;"";"";""
20425;Ordinamento Ambito non coerente;"";"";""
20422;Blocco inserimento Polizza UNIQA per cambio ISIN;"";"";""
20418;Errore Tecnico: Natura consulenza non gestita (SF030130);"";"";""
20360;Flag Presso Terzi da ereditare su SF in PTF;"";"";""
20359;Spostare il campo PIAZZA tra i dati dell'operazione;"";"";""
20358;Manca selezione di Default PIC su Inserimento Fondo;"";"";""
20357;Null Pointer in Coerenza di PTF - Raccomandazione n. 289502;"";"";""
20356;Miglioramento Sottoscrizione Polizza;"";"";""
20355;Anagrafica contratto Consulenza Evoluta;"";"";""
20354;Anagrafica singolo intestatario;"";"";""
20353;Accesso ghost: Maiscolo/Minuscolo;"";"";""
20347;Agenda: dimensione box come Ultime pubblicazioni;"";"";""
20345;Totale GP Consulia deve comprendere i contratti EVO e BASE;"";"";""
20343;Modifica gestione campi boolean;"";"";""
20338;Cambio icone per Acquisto/Sott/Vendita/Rimborso;"";"";""
20337;Flag Presso Terzi solo per EVO;"";"";""
20335;Composizione del portafoglio: Ordinamento Fasce Strumenti Finanziari;"";"";""
20334;Composizione del portafoglio: Grafico per Asset Class;"";"";""
20333;Evidenze non valide in Strumenti Pagamento;"";"";""
20332;Movimenti di Conto Corrente - Punto 05.12;"";"";""
20331;Verifiche di Adeguatezza: Coerenza di PTF - Budget di Rischio - Punto 05.05;"";"";""
20330;Dati %& di Macro Asset Class errati quando presenti contratti EVO e BASE;"";"";""
20329;Erroneamente il semaforo è rosso anche se SF sono OK;"";"";""
20328;Verifiche di Adeguatezza: Concentrazione - Rischio di Concentrazione - Punto 05.07;"";"";""
20322;Gestione Polizze Uniqa e Unipol;"";"";""
20317;Dettaglio Contratto: voci menù accese;"";"";""
20315;Edit polizze: gestione TCM;"";"";""
20314;Edit fondo: implementazione ricerca comparto;"";"";""
20312;Gestione logout;"";"";""
20311;Esporre Descrizione linea GP in Switch;"";"";""
20309;Ricerca fondo: aggiunta filtro società;"";"";""
20308;Amministrato: piazze;"";"";""
20306;Gestione hover intestazioni colonna;"";"";""
20300;Aggiunto filtro date range;"";"";""
20297;Uniformare colorazione box blu/viola;"";"";""
20296;Revisione semafori per controlli di adeguatezza;"";"";""
20295;Implementare freccia su/giu e dettaglio ordini ;"";"";""
20294;Esiti Adeguatezza - Stumenti Finanziari: Evidenza Non idonei;"";"";""
20292;Contratto: Drilldown movimenti delle varie sezioni in pagina e non in modale;"";"";""
20286;Definizione sottostanti polizza a livello di codice polizza;"";"";""
20284;Gestione motivazioni ordine;"";"";""
20275;Visualizzazioni consulenze Old vs New e vv;"";"";""
20271;Aggiungere % su grafici di coerenza;"";"";""
20270;Polizze multiramo: preselezione della Gestione Separata e sempre visibile in testa all'elenco dei sottostanti;"";"";""
20268;Ricerca Polizze, aggiungere in liste: tipologia (assicurativa/finanziaria) e multiramo S/N;"";"";""
20267;Operazione Switch Gestione Patrimoniale: aggiungere informazioni semaforiche di adeguatezza;"";"";""
20264;Gestione Modulo Istruzione in ambito consulenza Evoluta;"";"";""
20262;07.13_Verifiche di Adeguatezza Coerenza di PTF - Budget di Rischio_20191119;"";"";""
20261;Evidenziare il saldo post Simulazione e Post Raccomandazione;"";"";""
20260;Aggiungere l?ultimo prezzo disponibile con la data di riferimento ;"";"";""
20259;Aggiunta DIVISA come parametro di filtro in selezione Fondi;"";"";""
20258;Rinominare Note Rimborso Entrata in Note;"";"";""
20244;Tuing su Switch Sottoscrizioni Aggiuntive e Rimborsi (Parziali e Totali) Fondi e SICAV (002);"";"";""
20237;Gestione extradossier in ambito Amministrato e Gestito;"";"";""
20236;Twill visualizza solo Raccomandazioni create da Twill stesso;"";"";""
20212;Gestione motivazioni sulla raccomandazione;"";"";""
20211;Ordinamento SF WatchList nel relativo dettaglio di adeguatezza;"";"";""
20210;Caratteri accentati;"";"";""
20209;Visualizzazione dati Concentrazione e concentrazione complessi;"";"";""
20201;Tuning di colorizzazione su Grafici composizione PTF Cliente;"";"";""
20159;Esposizione fascia Titolo nell'elenco dei saldi;"";"";""
20157;Evitare espansione di sezioni vuote;"";"";""
20156;Filtri su Movimenti di Dettaglio;"";"";""
20152;01.01Grafici PTF Consulente;"";"";""
20149;Label Ammissione PAC --> PAC;"";"";""
20147;Ricerca titoli per Gestito: aggiungere società;"";"";""
20145;Integrazione Schedulazione per test se processo pianificabile/eseguibile;"";"";""
20143;Esposizione apporto di rischio;"";"";""
20139;Esposizione saldo cassetto GP;"";"";""
20138;Controlli limiti sottoscrizione su cassetti GP;"";"";""
20136;Gestione ammissione PIC/PAC per Operazioni GP;"";"";""
20127;Rinominare SF richiesto dal Cliente in Richiesta Cliente;"";"";""
20126;Estrazione TOP n elementi da elenchi;"";"";""
20125;Ordinamento Movimenti DESC;"";"";""
20047;Errore in dettaglio situazione anagrafica;"";"";""
20035;Evidenza dei Sottostanti GP e Polizze (>);"";"";""
20033;Inserire il tasto espandi/chiudi tutto;"";"";""
20032;Evidenza delle Posizioni Presso terzi;"";"";""
20031;Evidenza dei SubDossier;"";"";""
20027;Terminologia;"";"";""
20026;Composizione del portafoglio: Eliminare Componente Residuale e Conti Correnti/Polizze;"";"";""
20025;Ultime pubblicazioni da Dashboard vs Elenco Pubblicazioni + Varie;"";"";""
20024;Asset MIx;"";"";""
19889;Infrastruttura ottimizzata Analisi e consiglio;"";"";""
19830;Installazione Stream 5;"";"";""
19829;Installazione Stream 4;"";"";""
19828;Installazione Stream 3;"";"";""
19827;Installazione Stream 2;"";"";""
19826;Installazione Stream 1;"";"";""
19808;Stream 1: TO DO List + attività extra stima (test);"";"";""
19676;Integration test, NON Regression test;"";"";""
19675;System & Integration Test;"";"";""
19635;Attività varie infrastrutturali front-end;"";"";""
19630;Ottimizzazioni: uso cache;"";"";""
19601;Mockup DashBoard Posizione Cliente;"";"";""
19593;Adeguamento componente pagina;"";"";""
19460;Pagina di Login + DashBoard;"";"";""
19452;Infrastruttura Front-End;"";"";""
19387;Aggiornamenti AG-Grid;"";"";""
19386;Aggiornamenti Syncfusion;"";"";""
19385;Aggiornamenti Generici;"";"";""
19384;Aggiornamenti Software altri;"";"";""
19382;Project Generals;"";"";""
19353;Revisione struttura fasi carico batch (WaitSied - Pentaho);"";"";""
19351;Generiche;"";"";""
19350;Ottimizzazioni prestazioni sistema;"";"";""
19349;Riallineamento per passaggio in PROD;"";"";""
19348;Clone DB + Stm di adeguamento incrementale;"";"";""
19347;Migrazione Dati;"";"";""
19346;Sessioni di parallelo;"";"";""
19345;Login - implementazione GUI;"";"";""
19344;Allestimento WebApp di Portale Cliente;"";"";""
19343;Portale Cliente;"";"";""
19342;Scheda Prospect - Composizione Portafoglio;"";"";""
19341;Scheda Prospect - Controlli Adeguatezza;"";"";""
19340;Definizione PTF - Elenco SF definiti per il PTF;"";"";""
19339;Definizione PTF - inserimento SF (Polizze e GP) ex novo;"";"";""
19338;Definizione PTF - inserimento SF (Amministrato, Gestito) ex novo;"";"";""
19337;Definizione PTF - Inserimento SF (Amministrato, Gestito) da Analisys OnLine;"";"";""
19336;Definizione PTF - per ricerca e inserimento SF (Polizze e GP)  da Anagrafica Banca;"";"";""
19335;Definizione PTF - ricerca e inserimento SF (Amministrato, Gestito) da Anagrafica Banca;"";"";""
19334;Definizione PTF - Gestione liquidità;"";"";""
19333;Elenco dei Prospect;"";"";""
19332;Inserimento/Edit Prospect;"";"";""
19331;Distruzione Oggetti di PTF Prospect ;"";"";""
19330;Adattamento Build ObjPTF;"";"";""
19329;Analisi trasversali di dettaglio;"";"";""
19328;Gestione Clienti PROSPECT;"";"";""
19327;Visualizzazione Agenda + Edit;"";"";""
19326;DashBoard Agenda;"";"";""
19325;Elenco Pubblicazioni;"";"";""
19324;DashBoard Pubblicazioni;"";"";""
19316;Scheda Cliente;"";"";""
19315;Invio a Mercato;"";"";""
19314;Registra Accettazione;"";"";""
19313;Split Ordine;"";"";""
19312;Arricchimento Dati;"";"";""
19311;Sintesi dati proposta e visualizzazione/scarico documenti;"";"";""
19310;Proposta;"";"";""
19309;Riepilogo Operazioni;"";"";""
19308;Grafici di confronto tra PTF e TATTICO in RACCOM;"";"";""
19307;Riutilizzo funzionalità già previste ;"";"";""
19306;Analisi/Consiglio - Riepilogo;"";"";""
19305;Inserimento / Gestione Operazione;"";"";""
19304;Confronta per Asset Class;"";"";""
19303;Simula sul PTF Attuale;"";"";""
19302;Analisi/Consiglio - Operatività;"";"";""
19300;Note;"";"";""
19299;Dettaglio Tracciabiltà - Visualizzazione;"";"";""
19298;Riepilogo operazioni inserite;"";"";""
19297;Supporto Operativo;"";"";""
19296;Simulazione liquidità;"";"";""
19294;Azioni, bottoni di navigazione e dati generali del consiglio;"";"";""
19293;Analisi/Consiglio;"";"";""
19292;Gestione Richiesta nuovo Strumento di pagamento;"";"";""
19291;Informazioni Intestatario;"";"";""
19290;Accordi;"";"";""
19289;Plusvalenze / Minusvalenze ;"";"";""
19288;Strumenti di Pagamento;"";"";""
19287;Informazione sui Rapporti della Posizione;"";"";""
19286;Informazioni sulla Posizione;"";"";""
19285;Scheda Contratto Strumentale/Evoluta - Dettaglio Contratto;"";"";""
19283;Monitoraggio;"";"";""
19282;Reports;"";"";""
19280;Elenco Operatività;"";"";""
19279;Elenco Analisi/Consigli (operazioni);"";"";""
19278;Performance dati;"";"";""
19276;Apertura Contratto;"";"";""
19275;Simulazione Contratto;"";"";""
19274;Grafici di confronto tra PTF e TATTICO;"";"";""
19273;Saldi e Movimenti Fondi pensione;"";"";""
19272;Saldi e Movimenti polizze;"";"";""
19271;Saldi e Movimenti Gestioni Patrimoniali;"";"";""
19270;Saldi e Movimenti Fondi;"";"";""
19269;Saldi e Movimenti Etp/Certificati;"";"";""
19268;Saldi e Movimenti obbligazioni;"";"";""
19267;Saldi e Movimenti Azioni;"";"";""
19266;Saldi e Movimenti Liquidità;"";"";""
19265;Composizione Portafoglio;"";"";""
19264;Controllo Adeguatezza;"";"";""
19263;Dettaglio Saldi C/C & Depositi;"";"";""
19262;Riepilogo Anagrafica;"";"";""
19261;Scheda Contratto Strumentale/Evoluta;"";"";""
19260;Elenco Evidenze Monitoraggio per CF e Manager;"";"";""
19259;Monitoraggio;"";"";""
19258;Elenco Ordini/Raccomandazioni;"";"";""
19257;Elenco Operazioni;"";"";""
19256;Elenco Contratti;"";"";""
19255;Elenchi da Menu;"";"";""
19254;Sezione Agenda;"";"";""
19253;Sezione ultime Pubblicazioni;"";"";""
19252;Sezione Ultime 6 attività;"";"";""
19251;Cruscotto di Gestione;"";"";""
19250;BOX di Count;"";"";""
19249;Composizione PTF Complessivo x Classificazione Titoli;"";"";""
19248;Composizione PTF Complessivo x Comparto;"";"";""
19247;Composizione PTF Complessivo x Ambito;"";"";""
19246;Sezione di richiesta attenzione;"";"";""
19245;Home Page Promotore;"";"";""
19244;Funzionalità OnLine & Batch;"";"";""
19243;Gestione / Impatto;"";"";""
19242;Funzionalalità Lista + Edit di identificazone;"";"";""
19241;Gestione Contratto Diretta;"";"";""
19240;Batch di popolamento Agenda;"";"";""
19239;Predispozione dati a t-1;"";"";""
19238;Varie;"";"";""
19237;Funzionalità Governance;"";"";""
19236;Funzionalità / Componenti Comuni;"";"";""
19235;Gestione Preferiti per Utente - Gestione per Ambito;"";"";""
19234;Gestione Preferiti per Utente - Infrastruttura comune;"";"";""
19233;Accesso Ghost - Infrastruttura comune (anche login);"";"";""
19231;My Account - Settings e dati utente;"";"";""
19230;Gestione Accounts;"";"";""
19229;Dati del Titolo (Base);"";"";""
19201;Con utilizzo grafici ChartDirector;"";"";""
19200;Revisione documenti per cliente (rendiconti/fascicoli/etc);"";"";""
19199;Implementazione Servizio per Enumerati / Domini;"";"";""
19198;Gestione Enumerati / Domini;"";"";""
19197;Configurazione;"";"";""
19196;Fruizione in Notifications;"";"";""
19195;Infrastruttura comune;"";"";""
19194;Gestione Alert & Notifiche;"";"";""
19193;Ricerca per Ambito;"";"";""
19192;Infrastruttura comune;"";"";""
19191;Business Search;"";"";""
19190;Funzionalità / Componenti Comuni;"";"";""
19189;Infrastruttura Back-End;"";"";""
19188;Supporto a Front-End;"";"";""
19187;Gestione MultiTab;"";"";""
19186;Con attuale Java/Jsp compresa;"";"";""
19185;Start-Up nuova applicazione Portale Promotore & Cliente;"";"";""
19184;Solo per ACM di Portale Promotore e Cliente + Audit Log ;"";"";""
19183;Start-Up nuova applicazione Governance;"";"";""
19182;Audit Log;"";"";""
19181;ACM;"";"";""
19180;Gestione tramite Governance SKILL-F3;"";"";""
19179;Adeguamento stili attuali legati all'attuale skin (nero);"";"";""
19178;Rimozione stili inline all'interno di SKF3;"";"";""
